lat,lot
40.720245,-74.007086
40.716201,-73.997477
40.734118,-74.005390
40.716362,-73.983934
40.726538,-73.987820
40.742705,-73.998644
40.736740,-73.982701
40.753930,-73.994835
40.756762,-73.970786
40.764908,-73.985101
40.767091,-73.963711
40.784181,-73.974986
40.785309,-73.969350
40.789180,-73.947366
40.796503,-73.967192
40.800682,-73.941102
40.814741,-73.956406
40.740234,-74.002198
40.828853,-73.943752
40.815731,-73.945359
40.840604,-73.935808
40.851556,-73.935376
