"","Created.Date","Agency","Agency.Name","Complaint.Type","Descriptor","Incident.Zip","Borough","Latitude","Longitude","year","month"
"1259996","08/31/2015 09:41:35 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10011","MANHATTAN",40.7456005058835,-73.9982749359966,2015,8
"1260201","08/31/2015 08:51:53 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10007","MANHATTAN",40.7138681708494,-74.0072793344108,2015,8
"1260253","08/31/2015 08:34:15 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10021","MANHATTAN",40.7720947802706,-73.962069595668,2015,8
"1260538","08/31/2015 07:27:51 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10028","MANHATTAN",40.7792065634434,-73.9549162748491,2015,8
"1260660","08/31/2015 06:54:17 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10032","MANHATTAN",40.835123408008,-73.9397836365518,2015,8
"1260681","08/31/2015 06:49:59 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.741783227493,-73.9780662376735,2015,8
"1260813","08/31/2015 06:21:06 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10001","MANHATTAN",40.749288423791,-73.9845421376926,2015,8
"1260825","08/31/2015 06:19:00 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10033","MANHATTAN",40.8493102469597,-73.9337561852338,2015,8
"1260838","08/31/2015 06:17:02 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10035","MANHATTAN",40.8050666947167,-73.941140097607,2015,8
"1260843","08/31/2015 06:16:42 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10036","MANHATTAN",40.7585252908505,-73.9925497426898,2015,8
"1260853","08/31/2015 06:12:13 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10027","MANHATTAN",40.8057509458722,-73.9427577503418,2015,8
"1260956","08/31/2015 05:47:10 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10036","MANHATTAN",40.7574189841072,-73.9902144805584,2015,8
"1261436","08/31/2015 04:19:53 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10017","MANHATTAN",40.7515870445479,-73.9759299459185,2015,8
"1261866","08/31/2015 03:17:47 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10026","MANHATTAN",40.8013474617721,-73.9600519103403,2015,8
"1261999","08/31/2015 03:02:36 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10011","MANHATTAN",40.7373662226138,-73.9968461932772,2015,8
"1262262","08/31/2015 02:25:10 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10017","MANHATTAN",40.7522174303524,-73.9719270275678,2015,8
"1262785","08/31/2015 01:09:21 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10007","MANHATTAN",40.7113564567897,-74.0105903471366,2015,8
"1262965","08/31/2015 12:41:53 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10014","MANHATTAN",40.72959009414,-74.0080784316388,2015,8
"1263034","08/31/2015 12:31:16 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10014","MANHATTAN",40.7344042288608,-74.0101610125432,2015,8
"1264264","08/31/2015 10:15:07 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10013","MANHATTAN",40.7181474731026,-74.0014898702356,2015,8
"1264314","08/31/2015 10:09:08 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10016","MANHATTAN",40.7447998425144,-73.9787834111023,2015,8
"1264528","08/31/2015 09:44:44 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10013","MANHATTAN",40.7223414431675,-74.002687707445,2015,8
"1264671","08/31/2015 09:23:29 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10017","MANHATTAN",40.752374199471,-73.9732660072224,2015,8
"1264825","08/31/2015 08:51:53 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7434246766736,-73.9785348416382,2015,8
"1264828","08/31/2015 08:50:51 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7435070559994,-73.9787332994937,2015,8
"1264834","08/31/2015 08:49:49 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10009","MANHATTAN",NA,NA,2015,8
"1264971","08/31/2015 08:14:41 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10005","MANHATTAN",40.7051837336015,-74.0073938015358,2015,8
"1264986","08/31/2015 08:10:13 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10029","MANHATTAN",40.7967095889884,-73.9370590513204,2015,8
"1264995","08/31/2015 08:08:34 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10026","MANHATTAN",40.8038593993715,-73.9540615747706,2015,8
"1265001","08/31/2015 08:04:58 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10016","MANHATTAN",40.7436443536761,-73.9790616578007,2015,8
"1265060","08/31/2015 07:47:13 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10029","MANHATTAN",40.7967095889884,-73.9370590513204,2015,8
"1265077","08/31/2015 07:39:03 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10003","MANHATTAN",40.7278607173445,-73.9896631951615,2015,8
"1265191","08/31/2015 06:44:57 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10019","MANHATTAN",40.7651388294674,-73.9812064480438,2015,8
"1265375","08/31/2015 01:48:27 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10003","MANHATTAN",40.7345134132613,-73.9844192740809,2015,8
"1265787","08/30/2015 10:55:56 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10023","MANHATTAN",40.7702309094556,-73.9852304457344,2015,8
"1266519","08/30/2015 06:32:33 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10025","MANHATTAN",40.8038433882711,-73.9629581357246,2015,8
"1266581","08/30/2015 06:16:14 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10019","MANHATTAN",40.7654600893445,-73.9819897266776,2015,8
"1266607","08/30/2015 06:08:03 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10009","MANHATTAN",NA,NA,2015,8
"1266716","08/30/2015 05:20:31 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10003","MANHATTAN",40.737321983012,-73.9908092215073,2015,8
"1266788","08/30/2015 04:55:17 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10017","MANHATTAN",40.7527486988736,-73.9791418101956,2015,8
"1266827","08/30/2015 04:40:05 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10028","MANHATTAN",40.779497764798,-73.9555840679452,2015,8
"1267124","08/30/2015 03:01:42 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10018","MANHATTAN",40.7504607665073,-73.9872848453918,2015,8
"1267305","08/30/2015 01:39:30 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10025","MANHATTAN",40.8029845759029,-73.9638616216505,2015,8
"1267309","08/30/2015 01:38:14 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10025","MANHATTAN",40.8018391162055,-73.9610701907993,2015,8
"1267353","08/30/2015 01:21:53 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10028","MANHATTAN",40.7791566916744,-73.9537392074826,2015,8
"1267489","08/30/2015 12:37:25 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10001","MANHATTAN",40.7453311853296,-73.9910463043972,2015,8
"1267496","08/30/2015 12:34:28 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10002","MANHATTAN",40.7133821548632,-73.990127159055,2015,8
"1267633","08/30/2015 11:47:04 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10011","MANHATTAN",40.7339654714552,-73.9967777967205,2015,8
"1267755","08/30/2015 10:58:48 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10002","MANHATTAN",40.7127699202032,-73.9884823925433,2015,8
"1267833","08/30/2015 10:32:54 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7454332063212,-73.9753980503469,2015,8
"1267856","08/30/2015 10:23:40 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10036","MANHATTAN",40.7600019472199,-73.9923077275652,2015,8
"1268137","08/30/2015 08:37:17 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10027","MANHATTAN",40.8103789510359,-73.9435701800227,2015,8
"1268370","08/30/2015 03:44:12 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10036","MANHATTAN",40.7596313675768,-73.9917410504857,2015,8
"1268523","08/30/2015 01:51:00 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10036","MANHATTAN",40.7606688241111,-73.9909864868188,2015,8
"1268544","08/30/2015 01:39:55 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10036","MANHATTAN",40.7599854760996,-73.9922680227682,2015,8
"1268664","08/30/2015 12:39:28 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10036","MANHATTAN",40.7600019472199,-73.9923077275652,2015,8
"1268754","08/30/2015 12:04:05 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7450819313148,-73.9756471936507,2015,8
"1269204","08/29/2015 10:18:13 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10011","MANHATTAN",40.7391530940071,-74.0011258742408,2015,8
"1269828","08/29/2015 06:38:20 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10013","MANHATTAN",40.718114536896,-74.0014177208553,2015,8
"1269943","08/29/2015 05:57:34 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10065","MANHATTAN",40.762278089572,-73.9660712618092,2015,8
"1269945","08/29/2015 05:56:04 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10003","MANHATTAN",40.7376952144517,-73.9901452074322,2015,8
"1270105","08/29/2015 05:09:04 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10010","MANHATTAN",40.7411536513983,-73.9907437367125,2015,8
"1270345","08/29/2015 03:55:18 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10026","MANHATTAN",40.8046972984369,-73.9560043198088,2015,8
"1270796","08/29/2015 01:41:20 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10022","MANHATTAN",40.7600731245637,-73.9630294037048,2015,8
"1270947","08/29/2015 12:55:19 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10013","MANHATTAN",40.7180459196267,-74.0012698148277,2015,8
"1271120","08/29/2015 12:13:36 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10028","MANHATTAN",40.7796131574217,-73.9558800736548,2015,8
"1271291","08/29/2015 11:29:02 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10033","MANHATTAN",40.8481797805604,-73.9393886815117,2015,8
"1271417","08/29/2015 11:00:32 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10016","MANHATTAN",40.7460781227927,-73.9749358670361,2015,8
"1271494","08/29/2015 10:36:22 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.744966208441,-73.9736334773958,2015,8
"1271516","08/29/2015 10:29:09 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10040","MANHATTAN",40.865387476916,-73.9271601015306,2015,8
"1271695","08/29/2015 09:44:24 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10001","MANHATTAN",40.7514413340526,-74.0014436947747,2015,8
"1271804","08/29/2015 09:16:32 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10014","MANHATTAN",40.7362820551864,-74.0027676549162,2015,8
"1272355","08/29/2015 02:22:23 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10027","MANHATTAN",40.809294562145,-73.9431159401695,2015,8
"1272594","08/29/2015 12:11:36 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10003","MANHATTAN",40.7353183773698,-73.9916502465963,2015,8
"1272718","08/28/2015 11:54:55 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10026","MANHATTAN",40.8054527740915,-73.9578135156671,2015,8
"1272728","08/28/2015 11:53:12 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10009","MANHATTAN",40.7316064014219,-73.9822297990557,2015,8
"1272743","08/28/2015 11:46:25 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10012","MANHATTAN",40.7260990465697,-73.9995057225746,2015,8
"1272840","08/28/2015 11:21:38 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7492194219506,-73.9819111076847,2015,8
"1273014","08/28/2015 10:22:59 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10021","MANHATTAN",40.7720947802706,-73.962069595668,2015,8
"1273122","08/28/2015 09:45:08 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10021","MANHATTAN",40.7720947802706,-73.962069595668,2015,8
"1273547","08/28/2015 07:28:37 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10029","MANHATTAN",40.7959720479011,-73.9498630549251,2015,8
"1273754","08/28/2015 06:16:02 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10036","MANHATTAN",40.7591867587776,-73.9923150410211,2015,8
"1273839","08/28/2015 05:52:59 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10017","MANHATTAN",40.749967357665,-73.9745987521261,2015,8
"1274015","08/28/2015 05:09:27 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10003","MANHATTAN",40.7348379771553,-73.9907554390676,2015,8
"1274158","08/28/2015 04:36:03 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10009","MANHATTAN",40.7316064014219,-73.9822297990557,2015,8
"1274164","08/28/2015 04:33:58 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10036","MANHATTAN",40.7604329381473,-73.9933725464237,2015,8
"1274167","08/28/2015 04:33:23 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10036","MANHATTAN",40.7604137226515,-73.9933328413812,2015,8
"1274173","08/28/2015 04:32:42 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10036","MANHATTAN",40.7604137226515,-73.9933328413812,2015,8
"1274178","08/28/2015 04:31:41 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10036","MANHATTAN",40.7604137226515,-73.9933328413812,2015,8
"1274275","08/28/2015 04:09:39 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10006","MANHATTAN",40.707969102517,-74.0136051633312,2015,8
"1274475","08/28/2015 03:31:11 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10009","MANHATTAN",40.7246159892745,-73.9856879202918,2015,8
"1274713","08/28/2015 02:43:17 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10009","MANHATTAN",40.7260539541189,-73.983533717837,2015,8
"1274932","08/28/2015 02:04:01 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10010","MANHATTAN",40.7351741514565,-73.9796308313332,2015,8
"1275032","08/28/2015 01:51:15 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10128","MANHATTAN",40.7820649699532,-73.9579222169414,2015,8
"1275145","08/28/2015 01:32:27 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10011","MANHATTAN",40.7447026832038,-74.0083473206579,2015,8
"1275294","08/28/2015 01:09:16 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10025","MANHATTAN",40.795457850316,-73.9711792452995,2015,8
"1275376","08/28/2015 12:58:52 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10025","MANHATTAN",40.7986109485515,-73.9688916141733,2015,8
"1275648","08/28/2015 12:20:13 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10036","MANHATTAN",40.7558173345892,-73.9791949914185,2015,8
"1276057","08/28/2015 11:28:13 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10023","MANHATTAN",40.7727089773118,-73.9821791168868,2015,8
"1276273","08/28/2015 10:59:59 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10010","MANHATTAN",40.7351741514565,-73.9796308313332,2015,8
"1276636","08/28/2015 10:04:11 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10002","MANHATTAN",40.718814013708,-73.9898702240448,2015,8
"1277121","08/28/2015 08:25:01 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10009","MANHATTAN",40.7246159892745,-73.9856879202918,2015,8
"1277204","08/28/2015 07:53:21 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10032","MANHATTAN",40.8332980489871,-73.9450287356623,2015,8
"1277216","08/28/2015 07:49:31 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10017","MANHATTAN",40.7524540553797,-73.9744029021442,2015,8
"1277288","08/28/2015 07:14:56 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10025","MANHATTAN",40.7897337036512,-73.9660933831632,2015,8
"1277295","08/28/2015 07:11:36 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10036","MANHATTAN",40.7568974661815,-73.9900232519454,2015,8
"1277400","08/28/2015 05:52:18 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10025","MANHATTAN",40.791193765701,-73.9656376041338,2015,8
"1277420","08/28/2015 04:42:45 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10019","MANHATTAN",40.7651388294674,-73.9812064480438,2015,8
"1277435","08/28/2015 03:57:30 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10010","MANHATTAN",40.741609361735,-73.9918226759982,2015,8
"1277666","08/28/2015 12:25:38 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10036","MANHATTAN",40.7546873002539,-73.9842413035813,2015,8
"1277684","08/28/2015 12:14:15 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10036","MANHATTAN",40.7552171415954,-73.9850316459397,2015,8
"1277866","08/27/2015 11:42:35 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10021","MANHATTAN",40.7720947802706,-73.962069595668,2015,8
"1277967","08/27/2015 11:08:57 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10025","MANHATTAN",40.799752543849,-73.9681181433711,2015,8
"1277972","08/27/2015 11:07:09 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10032","MANHATTAN",40.8339520304991,-73.9466037744599,2015,8
"1278267","08/27/2015 09:46:47 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10023","MANHATTAN",40.7754866498222,-73.9821639313794,2015,8
"1278304","08/27/2015 09:35:28 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7490492656564,-73.9820266453247,2015,8
"1278310","08/27/2015 09:33:44 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7492194219506,-73.9819111076847,2015,8
"1278399","08/27/2015 09:06:51 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10026","MANHATTAN",40.8019558603543,-73.9574509222841,2015,8
"1278574","08/27/2015 08:14:55 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10011","MANHATTAN",40.7437038523256,-73.9968025874555,2015,8
"1278601","08/27/2015 08:06:52 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10010","MANHATTAN",40.741274339617,-73.9897874181034,2015,8
"1278858","08/27/2015 06:52:12 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10065","MANHATTAN",40.7657945678344,-73.9676831471223,2015,8
"1278861","08/27/2015 06:51:11 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10001","MANHATTAN",40.744370292721,-73.988458885293,2015,8
"1279304","08/27/2015 05:05:36 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10007","MANHATTAN",40.7120016777026,-74.0081051567916,2015,8
"1279514","08/27/2015 04:19:37 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10002","MANHATTAN",40.7180924112826,-73.9936292768413,2015,8
"1279897","08/27/2015 03:18:00 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10014","MANHATTAN",40.7296284977411,-74.008399553236,2015,8
"1280362","08/27/2015 02:18:50 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10025","MANHATTAN",40.80309982943,-73.9637820942356,2015,8
"1280532","08/27/2015 01:53:08 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7426403429181,-73.9824614254901,2015,8
"1280803","08/27/2015 01:13:22 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10036","MANHATTAN",40.7539237008402,-73.9805743627728,2015,8
"1282032","08/27/2015 10:33:36 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10009","MANHATTAN",40.7349628334185,-73.9797896630879,2015,8
"1282164","08/27/2015 10:12:31 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10023","MANHATTAN",40.7699642282128,-73.9821148670256,2015,8
"1282536","08/27/2015 09:19:39 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10036","MANHATTAN",40.756622140809,-73.9828078673038,2015,8
"1282551","08/27/2015 09:17:57 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10026","MANHATTAN",40.8019421407245,-73.9574617669806,2015,8
"1282593","08/27/2015 09:09:33 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10003","MANHATTAN",40.7310034679783,-73.9897240458603,2015,8
"1282617","08/27/2015 09:05:52 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10019","MANHATTAN",40.7636391472187,-73.9755898698528,2015,8
"1282701","08/27/2015 08:47:36 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10003","MANHATTAN",40.7310968106522,-73.9899621683783,2015,8
"1282714","08/27/2015 08:44:22 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10036","MANHATTAN",40.7559723829979,-73.988886403522,2015,8
"1282783","08/27/2015 08:29:03 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10018","MANHATTAN",40.7522862655404,-73.9897099349548,2015,8
"1282793","08/27/2015 08:25:43 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10016","MANHATTAN",40.7508992418453,-73.9821308132155,2015,8
"1282814","08/27/2015 08:21:36 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10030","MANHATTAN",40.8149969895663,-73.9409181666265,2015,8
"1282997","08/27/2015 07:09:49 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10036","MANHATTAN",40.7548787528206,-73.979877465566,2015,8
"1283682","08/26/2015 10:58:10 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10024","MANHATTAN",40.7846213129851,-73.9698586858849,2015,8
"1283709","08/26/2015 10:51:33 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10036","MANHATTAN",40.7580339238844,-73.991705152613,2015,8
"1283766","08/26/2015 10:34:33 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10021","MANHATTAN",40.7720947802706,-73.962069595668,2015,8
"1283834","08/26/2015 10:19:29 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10019","MANHATTAN",40.7683782298293,-73.9853860932611,2015,8
"1283840","08/26/2015 10:17:00 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7490492656564,-73.9820266453247,2015,8
"1283849","08/26/2015 10:15:28 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7492194219506,-73.9819111076847,2015,8
"1283897","08/26/2015 10:01:41 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7443058580479,-73.979169715417,2015,8
"1283942","08/26/2015 09:46:08 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10029","MANHATTAN",40.7959720479011,-73.9498630549251,2015,8
"1284051","08/26/2015 09:14:55 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10003","MANHATTAN",40.7348379771553,-73.9907554390676,2015,8
"1284166","08/26/2015 08:40:44 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10075","MANHATTAN",40.7716943504892,-73.9552607319651,2015,8
"1284171","08/26/2015 08:38:42 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10075","MANHATTAN",40.7719980916896,-73.952939071868,2015,8
"1284375","08/26/2015 07:46:43 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10028","MANHATTAN",40.7766924233813,-73.9550154633641,2015,8
"1284586","08/26/2015 06:51:40 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10001","MANHATTAN",40.7505486264281,-73.9875410810131,2015,8
"1284625","08/26/2015 06:46:20 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10026","MANHATTAN",40.8019558603543,-73.9574509222841,2015,8
"1284685","08/26/2015 06:35:45 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10016","MANHATTAN",40.7443058580479,-73.979169715417,2015,8
"1284690","08/26/2015 06:32:26 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10011","MANHATTAN",40.7386864178121,-73.9958754319096,2015,8
"1284721","08/26/2015 06:24:18 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10021","MANHATTAN",40.7677525429617,-73.961891562647,2015,8
"1284751","08/26/2015 06:17:18 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10036","MANHATTAN",40.7604494090922,-73.9934158614856,2015,8
"1284833","08/26/2015 05:56:36 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10023","MANHATTAN",40.7748437892817,-73.978679965836,2015,8
"1284842","08/26/2015 05:56:16 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10009","MANHATTAN",40.7242672960978,-73.9848365625641,2015,8
