"","Created.Date","Agency","Agency.Name","Complaint.Type","Descriptor","Incident.Zip","Borough","Latitude","Longitude","year","month"
"1296109","08/24/2015 07:45:20 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10003","MANHATTAN",40.7334793468362,-73.9910442886826,2015,8
"1296520","08/24/2015 06:11:45 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10019","MANHATTAN",40.7654600893445,-73.9819897266776,2015,8
"1296589","08/24/2015 05:57:32 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10001","MANHATTAN",40.7484958442405,-73.9905875262341,2015,8
"1296733","08/24/2015 05:29:33 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10018","MANHATTAN",40.7527243912747,-73.9814517739956,2015,8
"1296748","08/24/2015 05:24:31 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10002","MANHATTAN",40.718814013708,-73.9898702240448,2015,8
"1296749","08/24/2015 05:24:10 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10017","MANHATTAN",40.7563908034653,-73.9782058078714,2015,8
"1296792","08/24/2015 05:15:35 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10112","MANHATTAN",40.7580100858336,-73.9775952568365,2015,8
"1296800","08/24/2015 05:12:43 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10019","MANHATTAN",40.7597884708963,-73.9765442390358,2015,8
"1297087","08/24/2015 04:21:17 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10013","MANHATTAN",40.7180816006861,-74.0013419641159,2015,8
"1297633","08/24/2015 02:56:59 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10011","MANHATTAN",40.7440277512277,-73.9975532096565,2015,8
"1298572","08/24/2015 12:54:04 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10035","MANHATTAN",40.8074218605898,-73.9415173035787,2015,8
"1298740","08/24/2015 12:29:40 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10036","MANHATTAN",40.7584292301392,-73.9926327745929,2015,8
"1298764","08/24/2015 12:26:00 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10007","MANHATTAN",40.7144667317265,-74.002503420933,2015,8
"1299192","08/24/2015 11:27:40 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10013","MANHATTAN",40.7180459196267,-74.0012698148277,2015,8
"1299686","08/24/2015 10:25:37 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10013","MANHATTAN",40.7180459196267,-74.0012698148277,2015,8
"1299808","08/24/2015 10:14:25 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.744966208441,-73.9736334773958,2015,8
"1299816","08/24/2015 10:13:43 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10019","MANHATTAN",40.7675795817418,-73.9859602762471,2015,8
"1299876","08/24/2015 10:06:54 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10021","MANHATTAN",40.7695148331741,-73.9547639862012,2015,8
"1300148","08/24/2015 09:32:33 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10034","MANHATTAN",40.8682121415286,-73.9194594459102,2015,8
"1300348","08/24/2015 09:07:07 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10036","MANHATTAN",40.7609132198228,-73.9925783535891,2015,8
"1300430","08/24/2015 08:55:20 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10036","MANHATTAN",40.7573365993413,-73.9897272025483,2015,8
"1300446","08/24/2015 08:52:19 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10019","MANHATTAN",40.7612375552354,-73.9758650923638,2015,8
"1300450","08/24/2015 08:51:43 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10035","MANHATTAN",40.8050573660921,-73.9390342252959,2015,8
"1300483","08/24/2015 08:46:10 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10022","MANHATTAN",40.7592002068083,-73.972523287721,2015,8
"1300488","08/24/2015 08:45:46 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10016","MANHATTAN",40.7455537790401,-73.9744957762907,2015,8
"1300497","08/24/2015 08:44:29 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10022","MANHATTAN",40.7576167582836,-73.973675394279,2015,8
"1300716","08/24/2015 07:55:34 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10036","MANHATTAN",40.7599360658449,-73.9921958345588,2015,8
"1300721","08/24/2015 07:53:51 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7461143973225,-73.97782662112,2015,8
"1300727","08/24/2015 07:52:02 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10036","MANHATTAN",40.7583357391414,-73.990337072636,2015,8
"1300747","08/24/2015 07:46:06 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7440795727821,-73.9732801621347,2015,8
"1300845","08/24/2015 07:04:44 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10023","MANHATTAN",40.7748630097861,-73.9787196752536,2015,8
"1301515","08/23/2015 11:01:57 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10011","MANHATTAN",40.7435391949045,-74.0019668008237,2015,8
"1301547","08/23/2015 10:50:07 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10001","MANHATTAN",40.7507930598425,-73.9890244172566,2015,8
"1301554","08/23/2015 10:47:55 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10010","MANHATTAN",40.7407967093559,-73.9893075394911,2015,8
"1302051","08/23/2015 08:06:22 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10014","MANHATTAN",40.7363177634258,-74.0012521209524,2015,8
"1302084","08/23/2015 07:49:20 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10028","MANHATTAN",40.7789132954402,-73.9559996913419,2015,8
"1302129","08/23/2015 07:31:49 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10028","MANHATTAN",40.7797559966355,-73.9561760623259,2015,8
"1302171","08/23/2015 07:17:44 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10036","MANHATTAN",40.7599031235131,-73.9921164251182,2015,8
"1302350","08/23/2015 06:30:54 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10025","MANHATTAN",40.796018670196,-73.9750145789724,2015,8
"1302513","08/23/2015 05:20:49 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10001","MANHATTAN",40.7453340469409,-73.9927027919082,2015,8
"1302653","08/23/2015 04:36:49 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10028","MANHATTAN",40.7793386201741,-73.9557141610816,2015,8
"1302784","08/23/2015 03:49:12 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10009","MANHATTAN",40.7313374672941,-73.9825690366965,2015,8
"1302793","08/23/2015 03:47:02 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10023","MANHATTAN",40.7767068571066,-73.9756103538477,2015,8
"1302841","08/23/2015 03:35:14 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","","MANHATTAN",NA,NA,2015,8
"1302901","08/23/2015 03:14:29 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10001","MANHATTAN",40.7453835620819,-73.9947093397589,2015,8
"1303019","08/23/2015 02:35:42 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10075","MANHATTAN",40.7714298020964,-73.9526253755534,2015,8
"1303023","08/23/2015 02:33:58 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10014","MANHATTAN",40.7362738193481,-74.0028326060504,2015,8
"1303462","08/23/2015 12:23:54 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10034","MANHATTAN",40.8682947592615,-73.9198570597274,2015,8
"1303500","08/23/2015 12:09:00 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10024","MANHATTAN",40.7880204726654,-73.9747720175401,2015,8
"1303691","08/23/2015 10:59:22 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10011","MANHATTAN",40.7375609410717,-73.9931763547525,2015,8
"1303772","08/23/2015 10:32:53 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10025","MANHATTAN",40.8049725668967,-73.9665443622424,2015,8
"1303868","08/23/2015 09:55:42 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10001","MANHATTAN",40.7492016272236,-73.999343140962,2015,8
"1304144","08/23/2015 07:26:06 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10017","MANHATTAN",40.7552573993481,-73.979155462422,2015,8
"1304183","08/23/2015 06:35:35 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10019","MANHATTAN",40.7633412116705,-73.9823982162918,2015,8
"1304704","08/23/2015 12:01:42 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10036","MANHATTAN",40.7591997120635,-73.9846192500219,2015,8
"1305175","08/22/2015 10:07:33 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10075","MANHATTAN",40.7718630294776,-73.95156362615,2015,8
"1305422","08/22/2015 08:30:32 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10016","MANHATTAN",40.7434082101898,-73.978545673349,2015,8
"1305584","08/22/2015 07:31:15 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10003","MANHATTAN",40.7310034679783,-73.9897240458603,2015,8
"1305835","08/22/2015 06:07:59 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10011","MANHATTAN",40.7375609410717,-73.9931763547525,2015,8
"1305866","08/22/2015 05:52:30 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10023","MANHATTAN",40.7779895196833,-73.9801448931086,2015,8
"1305966","08/22/2015 05:17:50 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10075","MANHATTAN",40.7725349809534,-73.9572097727412,2015,8
"1306412","08/22/2015 03:07:56 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10019","MANHATTAN",40.7656988739333,-73.9819391219706,2015,8
"1306484","08/22/2015 02:40:50 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10036","MANHATTAN",40.7584345661223,-73.9905319775572,2015,8
"1306712","08/22/2015 01:39:28 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10003","MANHATTAN",40.7330430462163,-73.9926752719877,2015,8
"1307036","08/22/2015 12:02:48 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10038","MANHATTAN",40.7070092248867,-74.001817842936,2015,8
"1307255","08/22/2015 11:10:43 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10011","MANHATTAN",40.7375609410717,-73.9931763547525,2015,8
"1307730","08/22/2015 08:33:19 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10003","MANHATTAN",40.7304790997759,-73.9884576830633,2015,8
"1307816","08/22/2015 07:56:16 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10016","MANHATTAN",40.7477943014119,-73.978446816775,2015,8
"1307856","08/22/2015 07:29:06 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10014","MANHATTAN",40.7362930357411,-74.0027027038772,2015,8
"1308202","08/22/2015 01:18:10 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10026","MANHATTAN",40.8051560799231,-73.9570984980145,2015,8
"1308681","08/21/2015 10:55:18 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10001","MANHATTAN",40.7509581081888,-74.0060598648635,2015,8
"1308730","08/21/2015 10:39:12 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10009","MANHATTAN",40.7312495982913,-73.9823273140768,2015,8
"1308870","08/21/2015 09:55:46 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10005","MANHATTAN",40.7047636424568,-74.0093485916213,2015,8
"1308879","08/21/2015 09:51:54 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10010","MANHATTAN",40.7404261366261,-73.9889756040575,2015,8
"1308936","08/21/2015 09:27:51 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10001","MANHATTAN",40.7502143613636,-74.0042840853383,2015,8
"1309009","08/21/2015 09:10:50 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10013","MANHATTAN",40.7180102410185,-74.000927108625,2015,8
"1309297","08/21/2015 07:38:04 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10029","MANHATTAN",40.7866669585171,-73.9488372738832,2015,8
"1309342","08/21/2015 07:24:48 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10001","MANHATTAN",40.7515098029424,-73.9939509126722,2015,8
"1309398","08/21/2015 07:08:25 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10036","MANHATTAN",40.7585033509853,-73.9928349050929,2015,8
"1309755","08/21/2015 05:25:35 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10001","MANHATTAN",40.7520231327207,-74.0047209231461,2015,8
"1309762","08/21/2015 05:23:47 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10035","MANHATTAN",40.8053953790089,-73.9398177551573,2015,8
"1310464","08/21/2015 03:01:28 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10038","MANHATTAN",40.7087876068963,-74.0074194497697,2015,8
"1310781","08/21/2015 02:07:06 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10038","MANHATTAN",40.7084033285125,-74.0075961454246,2015,8
"1310938","08/21/2015 01:45:59 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10017","MANHATTAN",40.7541542289302,-73.9803938263456,2015,8
"1310951","08/21/2015 01:43:46 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10013","MANHATTAN",40.7160144659453,-74.0088235011586,2015,8
"1311230","08/21/2015 01:05:52 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7432279618244,-73.9841321415241,2015,8
"1311565","08/21/2015 12:27:13 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10019","MANHATTAN",40.7658717898043,-73.9819210249843,2015,8
"1311878","08/21/2015 11:41:09 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10028","MANHATTAN",40.7777435570171,-73.9547583961928,2015,8
"1312373","08/21/2015 10:39:30 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10034","MANHATTAN",40.8655116710961,-73.9239639260704,2015,8
"1312542","08/21/2015 10:12:57 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10025","MANHATTAN",40.7954502089982,-73.9736568220512,2015,8
"1312667","08/21/2015 09:56:19 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10003","MANHATTAN",40.7310034679783,-73.9897240458603,2015,8
"1312782","08/21/2015 09:39:35 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10016","MANHATTAN",40.7467327800722,-73.9825613996063,2015,8
"1313002","08/21/2015 09:10:39 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10001","MANHATTAN",40.745564473718,-73.9908513914411,2015,8
"1313026","08/21/2015 09:05:28 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","","MANHATTAN",40.7439719055181,-73.9707215430916,2015,8
"1313042","08/21/2015 09:01:39 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7435207937188,-73.9788090800757,2015,8
"1313178","08/21/2015 08:31:55 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10016","MANHATTAN",40.7434658740708,-73.9786755717595,2015,8
"1313220","08/21/2015 08:22:17 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10036","MANHATTAN",40.7575854424021,-73.9821254099568,2015,8
"1313253","08/21/2015 08:14:49 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10036","MANHATTAN",40.7548787528206,-73.979877465566,2015,8
"1313298","08/21/2015 08:01:11 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10027","MANHATTAN",40.8114422742261,-73.952101983079,2015,8
"1313411","08/21/2015 07:14:46 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10032","MANHATTAN",40.8351810431541,-73.939776356826,2015,8
"1313611","08/21/2015 03:46:04 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10001","MANHATTAN",40.7497941799773,-73.9914860205715,2015,8
"1313752","08/21/2015 12:41:00 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10017","MANHATTAN",40.751683605523,-73.9784275121566,2015,8
"1313984","08/20/2015 11:39:42 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10010","MANHATTAN",40.7399047932917,-73.9907908221672,2015,8
"1314013","08/20/2015 11:27:04 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10011","MANHATTAN",40.7430122174666,-74.00070732094,2015,8
"1314676","08/20/2015 08:20:52 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10013","MANHATTAN",40.7180459196267,-74.0012698148277,2015,8
"1314690","08/20/2015 08:17:02 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10013","MANHATTAN",40.7156250093148,-74.0029868422973,2015,8
"1314843","08/20/2015 07:35:08 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10014","MANHATTAN",40.7377312245333,-74.0046369151493,2015,8
"1314996","08/20/2015 07:05:45 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10011","MANHATTAN",40.7500220516811,-74.0076947292186,2015,8
"1315124","08/20/2015 06:35:56 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10003","MANHATTAN",40.7395205479796,-73.9910434766612,2015,8
"1315287","08/20/2015 05:50:20 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10003","MANHATTAN",40.7285961159486,-73.9876714652866,2015,8
"1315511","08/20/2015 04:52:39 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10024","MANHATTAN",40.7855784491026,-73.9786765284893,2015,8
"1315792","08/20/2015 04:02:13 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7445461078237,-73.972969612759,2015,8
"1315812","08/20/2015 03:59:09 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10026","MANHATTAN",40.8032680825341,-73.9581147002217,2015,8
"1316027","08/20/2015 03:26:53 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10031","MANHATTAN",40.8236580383671,-73.9438407451335,2015,8
"1316312","08/20/2015 02:47:48 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10002","MANHATTAN",40.7127699202032,-73.9884823925433,2015,8
"1316786","08/20/2015 01:40:45 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10036","MANHATTAN",40.7605233996127,-73.9916073799013,2015,8
"1317003","08/20/2015 01:05:25 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7435070559994,-73.9787332994937,2015,8
"1317064","08/20/2015 12:54:37 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10017","MANHATTAN",40.7518970065123,-73.9750166906933,2015,8
"1317227","08/20/2015 12:36:08 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10036","MANHATTAN",40.7591867587776,-73.9923150410211,2015,8
"1317856","08/20/2015 11:21:18 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10016","MANHATTAN",40.7493453084804,-73.9796806352015,2015,8
"1318096","08/20/2015 10:45:46 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10029","MANHATTAN",40.7997527487906,-73.9464506143831,2015,8
"1318258","08/20/2015 10:26:46 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10036","MANHATTAN",40.7633506558739,-73.9944299516102,2015,8
"1318320","08/20/2015 10:16:32 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10029","MANHATTAN",40.7997527487906,-73.9464506143831,2015,8
"1318426","08/20/2015 10:00:41 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10024","MANHATTAN",40.7876559017224,-73.9770616566385,2015,8
"1318488","08/20/2015 09:48:30 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10039","MANHATTAN",40.8224544513031,-73.9410343904839,2015,8
"1318614","08/20/2015 09:34:22 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10038","MANHATTAN",40.7087876068963,-74.0074194497697,2015,8
"1318659","08/20/2015 09:24:29 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10018","MANHATTAN",40.7516301230497,-73.9881688877568,2015,8
"1318706","08/20/2015 09:15:26 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10013","MANHATTAN",40.7180816006861,-74.0013419641159,2015,8
"1318754","08/20/2015 09:04:32 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10036","MANHATTAN",40.7584292301392,-73.9926327745929,2015,8
"1318812","08/20/2015 08:54:21 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10036","MANHATTAN",40.7591867587776,-73.9923150410211,2015,8
"1318891","08/20/2015 08:37:21 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10016","MANHATTAN",40.7452557861613,-73.9805696723583,2015,8
"1318915","08/20/2015 08:33:32 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10009","MANHATTAN",40.7281395854837,-73.981040091784,2015,8
"1318981","08/20/2015 08:19:15 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10036","MANHATTAN",40.7598207452465,-73.9916074684367,2015,8
"1319210","08/20/2015 06:54:40 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10026","MANHATTAN",40.7991268178362,-73.9524034021969,2015,8
"1319234","08/20/2015 06:34:19 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10036","MANHATTAN",40.7608309893362,-73.994585381388,2015,8
"1319451","08/20/2015 01:38:00 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10036","MANHATTAN",40.7552391056476,-73.9850785637601,2015,8
"1319470","08/20/2015 01:28:22 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10011","MANHATTAN",40.7371686343365,-74.001461427843,2015,8
"1319498","08/20/2015 01:04:47 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10001","MANHATTAN",40.7492510172688,-74.0019958424031,2015,8
"1319522","08/20/2015 12:46:37 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10011","MANHATTAN",40.7398749673516,-74.0006567670894,2015,8
"1319700","08/19/2015 11:53:58 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10011","MANHATTAN",40.7435584246481,-73.9997365568779,2015,8
"1319835","08/19/2015 10:49:59 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10011","MANHATTAN",40.7430122174666,-74.00070732094,2015,8
"1319840","08/19/2015 10:48:04 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10011","MANHATTAN",40.7424413060264,-74.0011259298073,2015,8
"1320024","08/19/2015 09:56:40 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10017","MANHATTAN",40.7522511719677,-73.975449671582,2015,8
"1320031","08/19/2015 09:53:52 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10017","MANHATTAN",40.7515870445479,-73.9759299459185,2015,8
"1320053","08/19/2015 09:48:48 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10017","MANHATTAN",40.7521363582801,-73.977741603344,2015,8
"1320072","08/19/2015 09:44:33 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7513710473478,-73.9803441162179,2015,8
"1320089","08/19/2015 09:39:33 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10027","MANHATTAN",40.8114422742261,-73.952101983079,2015,8
"1320400","08/19/2015 08:17:01 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10013","MANHATTAN",40.718114536896,-74.0014177208553,2015,8
"1320479","08/19/2015 07:50:56 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10023","MANHATTAN",40.7775831370343,-73.9792279081768,2015,8
"1320509","08/19/2015 07:44:30 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10027","MANHATTAN",40.8080122241943,-73.942008058376,2015,8
"1320634","08/19/2015 07:17:51 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10026","MANHATTAN",40.8019558603543,-73.9574509222841,2015,8
"1320652","08/19/2015 07:13:20 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10033","MANHATTAN",40.8478896572451,-73.9310648189266,2015,8
"1320882","08/19/2015 06:18:47 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10017","MANHATTAN",NA,NA,2015,8
"1321103","08/19/2015 05:24:21 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10017","MANHATTAN",40.7521363582801,-73.977741603344,2015,8
"1321167","08/19/2015 05:13:18 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10016","MANHATTAN",40.7445461078237,-73.972969612759,2015,8
"1321617","08/19/2015 03:55:30 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10023","MANHATTAN",40.7699642282128,-73.9821148670256,2015,8
"1321768","08/19/2015 03:31:28 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10025","MANHATTAN",40.7954502089982,-73.9736568220512,2015,8
"1321997","08/19/2015 03:03:50 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10013","MANHATTAN",40.7180816006861,-74.0013419641159,2015,8
"1322585","08/19/2015 01:57:30 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10019","MANHATTAN",40.7662862343703,-73.9818487116524,2015,8
