"","Created.Date","Agency","Agency.Name","Complaint.Type","Descriptor","Incident.Zip","Borough","Latitude","Longitude","year","month"
"2510888","01/21/2015 06:32:13 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7443909309055,-73.9790902940062,2015,1
"2511755","01/21/2015 02:47:12 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10003","MANHATTAN",40.7338608608727,-73.9909576385734,2015,1
"2511816","01/21/2015 02:36:39 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10013","MANHATTAN",40.7141785368734,-73.9977418807953,2015,1
"2512107","01/21/2015 01:44:40 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10001","MANHATTAN",40.7497941799773,-73.9914860205715,2015,1
"2513264","01/21/2015 09:37:17 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10038","MANHATTAN",40.7092404539151,-74.0080002194406,2015,1
"2513532","01/21/2015 08:36:15 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10038","MANHATTAN",40.7092404539151,-74.0080002194406,2015,1
"2513727","01/21/2015 07:29:10 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10001","MANHATTAN",40.7491078856338,-73.9901399100522,2015,1
"2516946","01/20/2015 07:37:25 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10025","MANHATTAN",40.8021330615107,-73.9618465958475,2015,1
"2517027","01/20/2015 07:03:15 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10003","MANHATTAN",40.7307156416816,-73.9955620193208,2015,1
"2517206","01/20/2015 05:45:04 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10012","MANHATTAN",40.7217677622701,-73.9963526861246,2015,1
"2517746","01/20/2015 03:04:53 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10018","MANHATTAN",40.7572986303795,-73.9996354350145,2015,1
